word,meaning,example_sentences_1,meaning_example_sentences_1,example_sentences_2,meaning_example_sentences_2,image_url
（あ）いけない,không được ròi (dùng khi làm nhầm hay thất bại việc gì đó),あ、いけない！宿題を忘れた。,Ôi không! Tôi đã quên bài tập về nhà.,あいけない、遅刻してしまった。,"Ôi không, tôi đã đến muộn.",https://nihongopic.com/wp-content/uploads/2019/09/46670b1095526dc678c55db912f9cc5d.png
お先に（失礼します）,tôi xin phép về trước,お先に失礼します。お疲れ様でした。,Tôi xin phép về trước. Cảm ơn mọi người đã làm việc vất vả.,会議が終わったら、お先に失礼します。,"Khi cuộc họp kết thúc, tôi xin phép về trước.",https://i.ytimg.com/vi/fuFbQ-Mewfw/maxresdefault.jpg
回覧,tài liệu thông báo,この回覧をみんなに配ってください。,Hãy phát tài liệu thông báo này cho mọi người.,回覧の内容を確認しましたか？,Bạn đã kiểm tra nội dung tài liệu thông báo chưa?,https://static.mercdn.net/item/detail/orig/photos/m90489014178_2.jpg?1668756032
研究室,phòng nghiên cứu,彼は大学の研究室で働いています。,Anh ấy làm việc trong phòng nghiên cứu của trường đại học.,研究室には多くの本があります。,Trong phòng nghiên cứu có rất nhiều sách.,https://www.bjcancer.org/Sites/Uploaded/UserUpLoad/20220702/20220702153856.jpg
きちんと,ngay ngắn,きちんと整理された部屋が好きです。,Tôi thích những căn phòng được sắp xếp ngay ngắn.,きちんとした服装で面接に行きます。,Tôi sẽ đi phỏng vấn với trang phục ngay ngắn.,https://i.ytimg.com/vi/l7djsQfeKeI/maxresdefault.jpg
整理します,sắp xếp,本を整理します。,Tôi sẽ sắp xếp sách.,デスクを整理して、作業しやすくします。,Tôi sẽ sắp xếp bàn làm việc để dễ làm việc hơn.,https://www.kajiservice-duskin.com/wp-content/uploads/2021/06/35215caa075f581925cb00fcbb1e6c2a.jpg
方法,phương pháp,新しい勉強方法を試してみました。,Tôi đã thử một phương pháp học mới.,この問題を解く方法は簡単です。,Phương pháp giải quyết vấn đề này rất đơn giản.,https://www.waimaokt.com/wp-content/uploads/2023/06/%E5%A4%96%E8%B4%B8%E6%96%B0%E5%AE%A2%E6%88%B7%E5%BC%80%E5%8F%91.png
〜という,có tên gọi là ~,彼は田中という名前です。,Anh ấy có tên gọi là Tanaka.,これは日本という国です。,Đây là một đất nước có tên gọi là Nhật Bản.,https://jlptsensei.com/wp-content/uploads/2015/03/to-iu-%E3%81%A8%E3%81%84%E3%81%86-%E3%81%A8%E3%81%84%E3%81%86-jlpt-n4-grammar-meaning-%E6%96%87%E6%B3%95-%E4%BE%8B%E6%96%87-japanese-flashcards.png
ー冊,quyển,この本は一冊500円です。,Cuốn sách này giá 500 yên.,図書館で三冊の本を借りました。,Tôi đã mượn ba cuốn sách ở thư viện.,https://img14.shop-pro.jp/PA01182/554/product/175554746.jpg?cmsp_timestamp=20230630183353
はんこ,con dấu,契約書にはんこを押しました。,Tôi đã đóng dấu vào hợp đồng.,彼女のはんこはとてもかわいいです。,Con dấu của cô ấy rất dễ thương.,https://webshop.sekaido.co.jp/assets/images/original/keshi-han_PC-B-1040-430.jpg
はんこを押します,đóng dấu,書類に名前を書いて、はんこを押します。,Tôi viết tên vào tài liệu và đóng dấu.,契約が終わったら、はんこを押します。,"Khi hợp đồng kết thúc, tôi sẽ đóng dấu.",http://www.from-in.co.jp/cms/wp-content/uploads/2021/01/%E6%8D%BA%E5%8D%B0-890x500.jpg
双子,sinh đôi,彼女は双子の姉妹です。,Cô ấy là một trong hai chị em sinh đôi.,双子はよく似ています。,Hai đứa trẻ sinh đôi thì rất giống nhau.,https://arttoyfamilia.com/cdn/shop/files/Daily_Ritual.jpg?v=1734955895&width=1445
姉妹,chị em,私には二人の姉妹がいます。,Tôi có hai chị em gái.,姉妹で旅行に行きました。,Chúng tôi đã đi du lịch cùng nhau như những chị em.,https://www.seattle.us.emb-japan.go.jp/files/100092894.jpg
５年生,năm thứ 5,彼は今、５年生です。,"Hiện tại, cậu ấy đang học lớp 5.",５年生の授業はとても楽しいです。,Các tiết học của lớp 5 rất thú vị.,https://i.ytimg.com/vi/8m20plerwG8/maxresdefault.jpg
似ています,giống,彼と彼女は兄妹のように似ています。,Anh ấy và cô ấy giống nhau như anh em.,この花はあの花に似ています。,Bông hoa này giống bông hoa kia.,https://blogimg.goo.ne.jp/user_image/4a/14/d09b09c446fe4a9d383b0c244f105c7a.jpg
性格,tính cách,彼の性格はとても優しいです。,Tính cách của anh ấy rất hiền lành.,性格が合う友達が欲しいです。,Tôi muốn có những người bạn có tính cách hợp nhau.,"https://m.media-amazon.com/images/I/61xzFvOietL._AC_UF1000,1000_QL80_.jpg"
おとなしい,ngoan ngoãn,彼女はおとなしい子供です。,Cô ấy là một đứa trẻ ngoan ngoãn.,おとなしい犬は飼いやすいです。,Những con chó ngoan ngoãn thì dễ nuôi.,https://i.ytimg.com/vi/JK9EYh4e1xM/maxresdefault.jpg
優しい,hiền lành,彼はとても優しい人です。,Anh ấy là một người rất hiền lành.,優しい言葉をかけてくれました。,Cô ấy đã nói những lời hiền lành với tôi.,https://www.ponycanyon.co.jp/images/wcms/accessor/bin/jacket/PCBC000050727.jpg?size=4&order=1
世話をします,chăm sóc,私は猫の世話をします。,Tôi chăm sóc con mèo.,彼女は子供の世話をしています。,Cô ấy đang chăm sóc trẻ con.,https://blogimg.goo.ne.jp/user_image/4c/92/685f1097bf37f3afd69b973ee8a58cbd.jpg
時間が経ちます,thời gian trôi,時間が経つのは早いですね。,Thời gian trôi qua thật nhanh nhỉ.,もう時間が経ちました。,Thời gian đã trôi qua rồi.,https://imagel.sekainavi.com/images/templates/NEWYORK/80014354/e97ad31c72d1ad2c_S.jpg
最好き（な）,rất thích,私の最好きな食べ物は寿司です。,Món ăn tôi rất thích là sushi.,彼は最好きな映画を見ています。,Anh ấy đang xem bộ phim mà anh ấy rất thích.,https://i.ytimg.com/vi/9hiTaB9zJFQ/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLD6Mwx_5Ux7-A9p5fV8O2dsZ_WgHQ
ー点,điểm,テストで満点を取りました。,Tôi đã đạt điểm tối đa trong bài kiểm tra.,彼女はスポーツで高い点を得ました。,Cô ấy đã đạt điểm cao trong thể thao.,https://static.mercdn.net/item/detail/orig/photos/m38129384751_1.jpg?1733193693
気が強い,tính cách mạnh mẽ,彼女は気が強いので、リーダーに向いています。,"Cô ấy có tính cách mạnh mẽ, nên rất phù hợp làm lãnh đạo.",気が強い人は自分の意見をはっきり言います。,Những người có tính cách mạnh mẽ thường nói rõ ý kiến của mình.,https://i.ytimg.com/vi/5h114cF6ixE/maxresdefault.jpg
けんかします,cãi nhau,友達とけんかしました。,Tôi đã cãi nhau với bạn bè.,兄弟はよくけんかします。,Anh em thường hay cãi nhau.,https://newsatcl-pctr.c.yimg.jp/dk/expert-image/jinchansensei/article/01675974/title-1708570758463.jpeg?exp=10800
不思議（な）,kỳ lạ,この現象は不思議です。,Hiện tượng này thật kỳ lạ.,不思議な話を聞きました。,Tôi đã nghe một câu chuyện kỳ lạ.,https://tadoku.org/japanese/wp-content/uploads/f0012t-fushigidana1.jpg
年齢,tuổi tác,彼の年齢は30歳です。,Tuổi tác của anh ấy là 30.,年齢に関係なく、みんな楽しめます。,"Không phân biệt tuổi tác, mọi người đều có thể vui vẻ.",https://www.call4.jp/file/image/202307/12c571636e457c865b228dc5f6b1ba7b.jpg
しかた,cách làm,この問題のしかたがわかりません。,Tôi không hiểu cách làm bài này.,新しいしかたを試してみましょう。,Hãy thử cách làm mới đi.,https://livedoor.blogimg.jp/edewakaru/imgs/2/f/2fec5221.jpg
質問に答えます,trả lời (câu hỏi),先生が質問に答えます。,Giáo viên sẽ trả lời câu hỏi.,彼はすぐに質問に答えました。,Anh ấy đã trả lời câu hỏi ngay lập tức.,https://cdn-ak.f.st-hatena.com/images/fotolife/m/miki-from-usa/20250122/20250122023458.png
ビルが倒れます,đổ (toà nhà),地震でビルが倒れました。,Tòa nhà đã đổ do động đất.,風が強くてビルが倒れそうです。,"Gió mạnh quá, tòa nhà có vẻ sắp đổ.",https://langoal.com/images/39-%E2%80%93-2.png
道を通ります,đi (xuyên) qua đường,この道を通りますか？,Bạn có đi qua con đường này không?,毎日、学校へ行くために道を通ります。,Tôi đi qua đường này mỗi ngày để đến trường.,https://media-cdn.tripadvisor.com/media/photo-s/0b/5a/1e/db/caption.jpg
死にます,chết,彼は病気で死にました。,Anh ấy đã chết vì bệnh.,動物が死にます。,Động vật sẽ chết.,"https://m.media-amazon.com/images/I/81U5D+DLs-L._AC_UF1000,1000_QL80_.jpg"
びっくりします,giật mình,突然の音にびっくりしました。,Tôi giật mình vì tiếng động bất ngờ.,彼女の顔を見てびっくりしました。,Tôi giật mình khi thấy mặt cô ấy.,https://www.magicinsight.jp/manage/wp-content/uploads/2019/03/2019-03-14.jpg
がっかりします,thất vọng,試験の結果にがっかりしました。,Tôi thất vọng với kết quả kỳ thi.,彼の言葉にがっかりしました。,Tôi thất vọng với lời nói của anh ấy.,https://i.ytimg.com/vi/b7y1w7p5Lv8/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLDdMEe0brIALrEwbOELI1XD5Zopiw
安心します,yên tâm,無事に帰ってきて安心しました。,Tôi yên tâm khi bạn trở về an toàn.,彼女の話を聞いて安心しました。,Tôi yên tâm khi nghe câu chuyện của cô ấy.,http://www.yuki-dental-office.com/wp-content/uploads/2018/09/woman_relief.png
けんかします,cãi nhau,友達とけんかしました。,Tôi đã cãi nhau với bạn.,兄弟はよくけんかします。,Anh em thường hay cãi nhau.,https://newsatcl-pctr.c.yimg.jp/dk/expert-image/jinchansensei/article/01675974/title-1708570758463.jpeg?exp=10800
離婚します,li hôn,彼らは離婚します。,Họ sẽ li hôn.,離婚することは難しい決断です。,Quyết định li hôn là một quyết định khó khăn.,https://www.shochiku.co.jp/wp-content/uploads/2023/12/%E3%80%8C%E3%83%A9%E3%83%96%E3%83%AA%E3%82%BB%E3%83%83%E3%83%88%E3%80%8030%E6%97%A5%E5%BE%8C%E3%80%81%E9%9B%A2%E5%A9%9A%E3%81%97%E3%81%BE%E3%81%99%E3%80%8D%E3%83%9D%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%93%E3%82%B8%E3%83%A5%E3%82%A2%E3%83%AB-scaled.jpg
太ります,béo ra,最近、運動をしないので太っています。,"Gần đây, tôi béo ra vì không tập thể dục.",食べ過ぎると、すぐに太りますよ。,"Nếu ăn quá nhiều, bạn sẽ béo ra ngay lập tức.",https://www.tanoshiijapanese.com/dictionary/entry_preview/5/39262/51852.png
やせます,gầy đi,ダイエットを始めたので、少しやせました。,Tôi đã bắt đầu ăn kiêng nên đã gầy đi một chút.,運動をすると、やせやすくなります。,"Nếu tập thể dục, bạn sẽ dễ gầy đi hơn.",https://www.tanoshiijapanese.com/dictionary/entry_preview/5/58456/77786.png
複雑な,phức tạp,この問題は複雑なので、解決するのが難しいです。,Vấn đề này phức tạp nên rất khó để giải quyết.,彼の気持ちは複雑で、理解するのが大変です。,"Cảm xúc của anh ấy rất phức tạp, thật khó để hiểu.",https://as2.ftcdn.net/jpg/04/53/56/49/1000_F_453564989_j56tsiytW9IxPEwSG7ne7nW84tf89PnJ.jpg
邪魔な,vướng víu,この荷物が邪魔で、通れません。,"Hành lý này vướng víu, tôi không thể đi qua.",邪魔な音がして、集中できません。,Âm thanh vướng víu làm tôi không thể tập trung.,https://blogimg.goo.ne.jp/user_image/24/de/cc7f833feb54247047b11d47f7cd387c.jpg
硬い,cứng,このパンは硬くて、食べにくいです。,"Bánh mì này cứng quá, khó ăn.",この石はとても硬いです。,Viên đá này rất cứng.,https://www.uss-ueda.co.jp/blog/wp-content/uploads/2024/05/%E3%80%8C%E5%A0%85%E3%81%84%E3%80%8D%E3%80%8C%E7%A1%AC%E3%81%84%E3%80%8D%E3%80%8C%E5%9B%BA%E3%81%84%E3%80%8D%E3%81%AE%E9%81%95%E3%81%84%E3%81%A8%E4%BD%BF%E3%81%84%E5%88%86%E3%81%91-%E3%80%80-%E6%9D%B1%E4%BA%AC%E6%96%87%E4%BA%AC%E5%8C%BA%E8%AD%B7%E5%9B%BD%E5%AF%BA%E3%81%AE%E5%BA%83%E5%A0%B1%E3%82%92%E3%83%87%E3%82%B6%E3%82%A4%E3%83%B3%E3%81%99%E3%82%8B%E4%BC%9A%E7%A4%BE%E3%80%80%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%A6%E3%83%BC%E3%83%BB%E3%82%A8%E3%82%B9%E3%83%BB%E3%82%A8%E3%82%B9%E3%80%80.jpg
柔らかい,mềm,このクッションは柔らかくて、座り心地がいいです。,"Cái gối này mềm mại, ngồi rất thoải mái.",柔らかい布で拭いてください。,Hãy lau bằng vải mềm.,https://yawarakaikara2024.jp/img/main.jpg
汚い,bẩn,この部屋は汚いので、掃除が必要です。,"Căn phòng này bẩn, cần phải dọn dẹp.",汚い手で食べ物を触らないでください。,Xin đừng chạm vào thức ăn bằng tay bẩn.,https://as2.ftcdn.net/v2/jpg/01/34/91/79/1000_F_134917994_R3uCVAjs8lOuIX72tVXriemfBQwNFmxW.jpg
嬉しい,vui,友達からの手紙が届いて、嬉しいです。,Tôi rất vui khi nhận được thư từ bạn bè.,誕生日を祝ってもらって、嬉しかったです。,Tôi rất vui khi được tổ chức sinh nhật.,https://www.worldtalk.jp/blog/wpblog/wp-content/uploads/2023/09/pixta_92166285_M.jpg
悲しい,buồn,映画の結末が悲しくて、涙が出ました。,"Kết thúc của bộ phim buồn quá, tôi đã rơi nước mắt.",友達が引っ越してしまって、悲しいです。,Tôi buồn vì bạn tôi đã chuyển đi.,https://musescore.com/static/musescore/scoredata/g/f186ed5c298d454c4d39871733c4b1c97e219181/score_0.svg?no-cache=1715701718
恥ずかしい,xấu hổ,人前で話すのは恥ずかしいです。,Nói trước đám đông thì thật xấu hổ.,間違えたことを思い出すと、恥ずかしいです。,"Khi nhớ lại những điều đã sai, tôi cảm thấy xấu hổ.","https://m.media-amazon.com/images/I/71VVObzq-aL._AC_UF1000,1000_QL80_.jpg"
首相,thủ tướng,首相は新しい法律を発表しました。,Thủ tướng đã công bố một luật mới.,首相は国民のために働いています。,Thủ tướng đang làm việc vì lợi ích của người dân.,https://static01.nyt.com/images/2022/07/08/world/08abe1/merlin_159700122_2a8baeb0-0b6a-4dbb-8bf4-192652231cdb-master1050.jpg
地震,động đất,昨夜、大きな地震がありました。,Đã có một trận động đất lớn vào tối qua.,地震の後、みんなが避難しました。,"Sau trận động đất, mọi người đã sơ tán.",https://static01.nyt.com/images/2025/01/07/multimedia/07china-quake-klht/07china-quake-klht-master1050.jpg
津波,sóng thần,津波警報が発表されました。,Cảnh báo sóng thần đã được phát đi.,津波が来る前に逃げなければなりません。,Chúng ta phải chạy trốn trước khi sóng thần đến.,https://upload.wikimedia.org/wikipedia/commons/9/90/%E6%B4%A5%E6%B3%A2%E3%81%AE%E9%80%9F%E5%BA%A6.png
台風,bão,台風が近づいています。,Bão đang đến gần.,台風のため、学校は休校になりました。,"Do bão, trường học đã đóng cửa.",https://i.ytimg.com/vi/IFkYh_MFuLI/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLB9c8ZRCLsQ6c1YNooobv8ctLF0oA
